chapter	linenumber	word	n_words	n
Глава 11	5852	но	4008	20
Глава 11	5852	он	4008	95
Глава 11	5852	и	4008	104
Глава 11	5852	этого	4008	6
Глава 11	5852	не	4008	87
Глава 11	5853	сказал	4008	9
Глава 11	5853	издал	4008	2
Глава 11	5853	какой	4008	5
Глава 11	5853	то	4008	24
Глава 11	5853	квакающий	4008	1
Глава 11	5853	звук	4008	1
Глава 11	5853	и	4008	104
Глава 11	5853	замолчал	4008	1
Глава 11	5854	это	4008	22
Глава 11	5854	первый	4008	1
Глава 11	5854	и	4008	104
Глава 11	5854	самый	4008	3
Глава 11	5854	важный	4008	2
Глава 11	5854	шаг	4008	1
Глава 11	5854	умыкнув	4008	1
Глава 11	5854	и	4008	104
Глава 11	5854	спрятав	4008	1
Глава 11	5854	корову	4008	15
Глава 11	5854	ты	4008	31
Глава 11	5854	сообщишь	4008	2
Глава 11	5855	ему	4008	16
Глава 11	5855	что	4008	94
Глава 11	5855	вещь	4008	1
Глава 11	5855	находится	4008	1
Глава 11	5855	у	4008	26
Глава 11	5855	тебя	4008	4
Глава 11	5855	и	4008	104
Глава 11	5855	спросишь	4008	1
Глава 11	5855	ну	4008	10
Глава 11	5855	с	4008	34
Глава 11	5855	что	4008	94
Глава 11	5855	скажете	4008	2
Глава 11	5855	теперь	4008	3
Глава 11	5855	я	4008	127
Глава 11	5856	уверен	4008	3
Глава 11	5856	чтобы	4008	9
Глава 11	5856	вернуть	4008	1
Глава 11	5856	себе	4008	9
Глава 11	5856	эту	4008	6
Глава 11	5856	мерзкую	4008	1
Глава 11	5856	тварь	4008	1
Глава 11	5856	он	4008	95
Глава 11	5856	примет	4008	1
Глава 11	5856	любые	4008	1
Глава 11	5856	твои	4008	1
Глава 11	5856	условия	4008	2
Глава 11	5857	ты	4008	31
Глава 11	5857	ведь	4008	10
Глава 11	5857	знаешь	4008	1
Глава 11	5857	коллекционеров	4008	1
Глава 11	5857	сумасшедшие	4008	1
Глава 11	5857	все	4008	25
Глава 11	5857	до	4008	7
Глава 11	5857	единого	4008	1
Глава 11	5857	представляешь	4008	2
Глава 11	5858	мой	4008	3
Глава 11	5858	дядя	4008	2
Глава 11	5858	том	4008	2
Глава 11	5858	до	4008	7
Глава 11	5858	такой	4008	3
Глава 11	5858	степени	4008	1
Глава 11	5858	жаждет	4008	1
Глава 11	5858	заполучить	4008	2
Глава 11	5858	эту	4008	6
Глава 11	5858	корову	4008	15
Глава 11	5858	что	4008	94
Глава 11	5858	готов	4008	2
Глава 11	5859	уступить	4008	1
Глава 11	5859	в	4008	106
Глава 11	5859	обмен	4008	1
Глава 11	5859	на	4008	53
Глава 11	5859	нее	4008	5
Глава 11	5859	своего	4008	1
Глава 11	5859	превосходного	4008	1
Глава 11	5859	повара	4008	1
Глава 11	5859	анатоля	4008	1
Глава 11	5860	это	4008	22
Глава 11	5860	не	4008	87
Глава 11	5860	он	4008	95
Глава 11	5860	творил	4008	1
Глава 11	5860	чудеса	4008	1
Глава 11	5860	в	4008	106
Глава 11	5860	бринкли	4008	1
Глава 11	5860	когда	4008	18
Глава 11	5860	я	4008	127
Глава 11	5860	там	4008	6
Глава 11	5860	гостил	4008	1
Глава 11	5861	он	4008	95
Глава 11	5861	самый	4008	3
Глава 11	5862	и	4008	104
Глава 11	5862	это	4008	22
Глава 11	5862	он	4008	95
Глава 11	5862	делал	4008	1
Глава 11	5862	nonettes	4008	1
Глава 11	5862	de	4008	1
Глава 11	5862	poulet	4008	1
Глава 11	5862	agnes	4008	1
Глава 11	5862	sorel	4008	1
Глава 11	5862	фрикасе	4008	1
Глава 11	5862	из	4008	15
Глава 11	5862	цыплят	4008	1
Глава 11	5863	агнесса	4008	1
Глава 11	5863	сорель	4008	1
Глава 11	5863	фр	4008	1
Глава 11	5864	он	4008	95
Глава 11	5864	этот	4008	6
Глава 11	5864	маг	4008	1
Глава 11	5864	и	4008	104
Глава 11	5864	кудесник	4008	1
Глава 11	5865	и	4008	104
Глава 11	5865	твой	4008	1
Глава 11	5865	дядя	4008	2
Глава 11	5865	готов	4008	2
Глава 11	5865	расстаться	4008	1
Глава 11	5865	с	4008	34
Глава 11	5865	анатолем	4008	1
Глава 11	5865	только	4008	11
Глава 11	5865	бы	4008	20
Глава 11	5865	получить	4008	2
Глава 11	5865	эту	4008	6
Глава 11	5866	безобразную	4008	1
Глава 11	5866	корову	4008	15
Глава 11	5866	ты	4008	31
Глава 11	5866	это	4008	22
Глава 11	5866	серьезно	4008	1
Глава 11	5867	слышал	4008	2
Глава 11	5867	от	4008	14
Глава 11	5867	тети	4008	1
Глава 11	5867	далии	4008	1
Глава 11	5867	из	4008	15
Глава 11	5867	ее	4008	9
Глава 11	5867	собственных	4008	1
Глава 11	5867	уст	4008	1
Глава 11	5867	он	4008	95
Глава 11	5867	глубоко	4008	1
Глава 11	5867	вздохнул	4008	2
Глава 11	5868	ну	4008	10
Глава 11	5868	тогда	4008	7
Глава 11	5868	ты	4008	31
Глава 11	5868	прав	4008	3
Глава 11	5868	этот	4008	6
Глава 11	5868	план	4008	1
Глава 11	5868	без	4008	9
Глава 11	5868	сомнения	4008	5
Глава 11	5868	решит	4008	1
Глава 11	5868	все	4008	25
Глава 11	5868	затруднения	4008	1
Глава 11	5869	если	4008	14
Глава 11	5869	конечно	4008	7
Глава 11	5869	в	4008	106
Глава 11	5869	глазах	4008	3
Глава 11	5869	сэра	4008	3
Глава 11	5869	уоткина	4008	3
Глава 11	5869	эта	4008	2
Глава 11	5869	корова	4008	2
Глава 11	5869	и	4008	104
Глава 11	5869	в	4008	106
Глава 11	5869	самом	4008	4
Глава 11	5869	деле	4008	4
Глава 11	5869	такая	4008	1
Глава 11	5869	великая	4008	1
Глава 11	5870	ценность	4008	1
Глава 11	5871	ты	4008	31
Глава 11	5871	и	4008	104
Глава 11	5871	не	4008	87
Глава 11	5871	представляешь	4008	2
Глава 11	5871	себе	4008	9
Глава 11	5871	какая	4008	1
Глава 11	5871	верно	4008	4
Глава 11	5871	дживс	4008	23
Глава 11	5871	обратился	4008	3
Глава 11	5871	я	4008	127
Глава 11	5871	за	4008	21
Глава 11	5872	подтверждением	4008	1
Глава 11	5872	к	4008	16
Глава 11	5872	дживсу	4008	2
Глава 11	5872	который	4008	7
Глава 11	5872	в	4008	106
Глава 11	5872	эту	4008	6
Глава 11	5872	минуту	4008	2
Глава 11	5872	появился	4008	1
Глава 11	5872	с	4008	34
Глава 11	5872	бренди	4008	4
Глава 11	5872	сэр	4008	49
Глава 11	5873	уоткин	4008	7
Глава 11	5873	бассет	4008	6
Глава 11	5873	запретил	4008	2
Глава 11	5873	мадлен	4008	6
Глава 11	5873	выйти	4008	1
Глава 11	5873	замуж	4008	1
Глава 11	5873	за	4008	21
Глава 11	5873	гасси	4008	23
Глава 11	5873	объяснил	4008	1
Глава 11	5873	я	4008	127
Глава 11	5873	а	4008	37
Глава 11	5873	я	4008	127
Глава 11	5874	его	4008	41
Глава 11	5874	убеждаю	4008	1
Глава 11	5874	что	4008	94
Глава 11	5874	выход	4008	1
Глава 11	5874	один	4008	2
Глава 11	5874	если	4008	14
Глава 11	5874	он	4008	95
Глава 11	5874	хочет	4008	1
Глава 11	5874	чтобы	4008	9
Глава 11	5874	старый	4008	3
Глава 11	5874	хрыч	4008	2
Глава 11	5874	переменил	4008	1
Глава 11	5875	решение	4008	1
Глава 11	5875	он	4008	95
Глава 11	5875	должен	4008	5
Глава 11	5875	стащить	4008	1
Глава 11	5875	корову	4008	15
Глава 11	5875	и	4008	104
Глава 11	5875	не	4008	87
Глава 11	5875	отдавать	4008	1
Глава 11	5875	пока	4008	1
Глава 11	5875	не	4008	87
Глава 11	5875	вынудит	4008	1
Глава 11	5875	папашу	4008	2
Глава 11	5876	благословить	4008	1
Глава 11	5876	жениха	4008	1
Глава 11	5876	и	4008	104
Глава 11	5876	невесту	4008	1
Глава 11	5876	вы	4008	19
Глава 11	5876	согласны	4008	1
Глава 11	5877	разумеется	4008	1
Глава 11	5877	сэр	4008	49
Глава 11	5877	если	4008	14
Глава 11	5877	мистер	4008	4
Глава 11	5877	финк	4008	7
Глава 11	5877	ноттл	4008	6
Глава 11	5877	станет	4008	2
Глава 11	5877	обладателем	4008	1
Глава 11	5878	вышеупомянутого	4008	1
Глава 11	5878	objet	4008	1
Глава 11	5878	d'art	4008	1
Глава 11	5878	он	4008	95
Глава 11	5878	получит	4008	1
Глава 11	5878	возможность	4008	1
Глава 11	5878	диктовать	4008	1
Глава 11	5878	условия	4008	2
Глава 11	5878	очень	4008	4
Глава 11	5879	тонкий	4008	1
Глава 11	5879	ход	4008	2
Глава 11	5879	сэр	4008	49
Глава 11	5880	спасибо	4008	4
Глава 11	5880	дживс	4008	23
Глава 11	5880	по	4008	20
Глава 11	5880	моему	4008	2
Глава 11	5880	неплохо	4008	3
Глава 11	5880	учитывая	4008	1
Глава 11	5880	что	4008	94
Глава 11	5880	времени	4008	2
Глава 11	5880	почти	4008	4
Глава 11	5880	не	4008	87
Глава 11	5881	было	4008	7
Глава 11	5881	и	4008	104
Глава 11	5881	я	4008	127
Глава 11	5881	разработал	4008	1
Глава 11	5881	стратегическую	4008	1
Глава 11	5881	линию	4008	1
Глава 11	5881	в	4008	106
Глава 11	5881	считанные	4008	1
Глава 11	5881	минуты	4008	2
Глава 11	5881	на	4008	53
Глава 11	5881	твоем	4008	2
Глава 11	5881	месте	4008	3
Глава 11	5882	гасси	4008	23
Глава 11	5882	я	4008	127
Глава 11	5882	бы	4008	20
Глава 11	5882	начал	4008	1
Глава 11	5882	действовать	4008	3
Глава 11	5882	немедленно	4008	1
Глава 11	5883	прошу	4008	1
Глава 11	5883	прощения	4008	1
Глава 11	5883	сэр	4008	49
Глава 11	5884	вы	4008	19
Глава 11	5884	что	4008	94
Глава 11	5884	то	4008	24
Глава 11	5884	сказали	4008	2
Глава 11	5884	дживс	4008	23
Глава 11	5885	я	4008	127
Глава 11	5885	хотел	4008	4
Глава 11	5885	предупредить	4008	2
Глава 11	5885	что	4008	94
Глава 11	5885	сначала	4008	3
Глава 11	5885	необходимо	4008	1
Глава 11	5885	устранить	4008	1
Глава 11	5885	препятствие	4008	2
Глава 11	5886	только	4008	11
Глава 11	5886	потом	4008	8
Глава 11	5886	мистер	4008	4
Глава 11	5886	финк	4008	7
Глава 11	5886	ноттл	4008	6
Глава 11	5886	сможет	4008	1
Глава 11	5886	приступить	4008	1
Глава 11	5886	к	4008	16
Глава 11	5886	выполнению	4008	1
Глава 11	5886	операции	4008	1
Глава 11	5887	что	4008	94
Глава 11	5887	за	4008	21
Глава 11	5887	препятствие	4008	2
Глава 11	5888	желая	4008	1
Глава 11	5888	защитить	4008	1
Глава 11	5888	свои	4008	1
Глава 11	5888	интересы	4008	2
Глава 11	5888	сэр	4008	49
Глава 11	5888	уоткин	4008	7
Глава 11	5888	выставил	4008	1
Глава 11	5888	полицейского	4008	7
Глава 11	5888	оутса	4008	5
Глава 11	5889	охранять	4008	2
Глава 11	5889	гостиную	4008	2
Глава 11	5889	где	4008	4
Глава 11	5889	хранится	4008	1
Глава 11	5889	коллекция	4008	1
Глава 11	5890	не	4008	87
Глава 11	5890	может	4008	8
Глава 11	5890	быть	4008	8
Глава 11	5891	увы	4008	1
Глава 11	5891	сэр	4008	49
Глава 11	5892	свет	4008	1
Глава 11	5892	сияющий	4008	1
Глава 11	5892	на	4008	53
Глава 11	5892	лице	4008	2
Глава 11	5892	гасси	4008	23
Глава 11	5892	померк	4008	1
Глава 11	5892	он	4008	95
Глава 11	5892	издал	4008	2
Глава 11	5892	жалобный	4008	1
Глава 11	5892	стон	4008	1
Глава 11	5892	было	4008	7
Глава 11	5893	похоже	4008	2
Глава 11	5893	на	4008	53
Глава 11	5893	пластинку	4008	1
Глава 11	5893	когда	4008	18
Глава 11	5893	у	4008	26
Глава 11	5893	патефона	4008	1
Глава 11	5893	кончается	4008	1
Глава 11	5893	завод	4008	1
Глава 11	5894	я	4008	127
Глава 11	5894	думаю	4008	4
Глава 11	5894	что	4008	94
Глава 11	5894	проявив	4008	1
Глава 11	5894	остроту	4008	1
Глава 11	5894	ума	4008	3
Глава 11	5894	мы	4008	9
Глава 11	5894	без	4008	9
Глава 11	5894	труда	4008	1
Глава 11	5894	уберем	4008	1
Глава 11	5894	эту	4008	6
Глава 11	5894	помеху	4008	1
Глава 11	5895	помните	4008	3
Глава 11	5895	случай	4008	4
Глава 11	5895	в	4008	106
Глава 11	5895	чафнел	4008	1
Глава 11	5895	холл	4008	2
Глава 11	5895	сэр	4008	49
Глава 11	5895	когда	4008	18
Глава 11	5895	сэр	4008	49
Глава 11	5895	родерик	4008	2
Глава 11	5895	глоссоп	4008	1
Глава 11	5895	оказался	4008	2
Глава 11	5896	запертым	4008	1
Глава 11	5896	в	4008	106
Глава 11	5896	теплице	4008	1
Глава 11	5896	а	4008	37
Глава 11	5896	все	4008	25
Глава 11	5896	ваши	4008	1
Глава 11	5896	попытки	4008	1
Глава 11	5896	его	4008	41
Глава 11	5896	вызволить	4008	1
Глава 11	5896	терпели	4008	1
Глава 11	5896	неудачу	4008	1
Глава 11	5896	потому	4008	4
Глава 11	5897	что	4008	94
Глава 11	5897	возле	4008	1
Глава 11	5897	двери	4008	3
Глава 11	5897	стоял	4008	6
Глава 11	5897	полицейский	4008	6
Глава 11	5897	добсон	4008	3
Глава 11	5898	отлично	4008	2
Глава 11	5898	помню	4008	5
Глава 11	5898	дживс	4008	23
Глава 11	5899	я	4008	127
Глава 11	5899	осмелился	4008	2
Глава 11	5899	высказать	4008	1
Глава 11	5899	предположение	4008	2
Глава 11	5899	что	4008	94
Глава 11	5899	можно	4008	6
Глава 11	5899	побудить	4008	1
Глава 11	5899	его	4008	41
Глава 11	5899	покинуть	4008	2
Глава 11	5900	пост	4008	3
Глава 11	5900	если	4008	14
Глава 11	5900	он	4008	95
Глава 11	5900	узнает	4008	1
Глава 11	5900	что	4008	94
Глава 11	5900	в	4008	106
Глава 11	5900	кустах	4008	1
Глава 11	5900	малины	4008	1
Глава 11	5900	с	4008	34
Глава 11	5900	ним	4008	2
Глава 11	5900	желает	4008	1
Глава 11	5900	встретиться	4008	1
Глава 11	5900	горничная	4008	1
Глава 11	5901	мери	4008	1
Глава 11	5901	с	4008	34
Глава 11	5901	которой	4008	3
Глава 11	5901	он	4008	95
Глава 11	5901	обручен	4008	1
Глава 11	5901	так	4008	12
Глава 11	5901	мы	4008	9
Глава 11	5901	и	4008	104
Глава 11	5901	поступили	4008	1
Глава 11	5901	и	4008	104
Глава 11	5901	все	4008	25
Глава 11	5901	прошло	4008	1
Глава 11	5901	как	4008	40
Глава 11	5901	нельзя	4008	1
Глава 11	5902	более	4008	3
Глава 11	5902	успешно	4008	1
Глава 11	5903	верно	4008	4
Глава 11	5903	дживс	4008	23
Глава 11	5903	однако	4008	5
Глава 11	5903	я	4008	127
Глава 11	5903	не	4008	87
Глава 11	5903	представляю	4008	1
Глава 11	5903	как	4008	40
Глава 11	5903	что	4008	94
Глава 11	5903	то	4008	24
Глава 11	5903	подобное	4008	1
Глава 11	5903	можно	4008	6
Глава 11	5904	провернуть	4008	1
Глава 11	5904	сейчас	4008	8
Глава 11	5904	с	4008	34
Глава 11	5904	сомнением	4008	1
Глава 11	5904	проговорил	4008	1
Глава 11	5904	я	4008	127
Глава 11	5904	вы	4008	19
Глава 11	5904	конечно	4008	7
Глава 11	5904	помните	4008	3
Глава 11	5904	что	4008	94
Глава 11	5905	полицейский	4008	6
Глава 11	5905	добсон	4008	3
Глава 11	5905	был	4008	10
Глава 11	5905	молод	4008	1
Глава 11	5905	пылок	4008	1
Глава 11	5905	влюблен	4008	1
Глава 11	5905	такие	4008	2
Глава 11	5905	не	4008	87
Глава 11	5905	рассуждая	4008	1
Глава 11	5905	бегут	4008	1
Глава 11	5905	в	4008	106
Глава 11	5906	малину	4008	1
Глава 11	5906	если	4008	14
Глава 11	5906	им	4008	2
Глава 11	5906	шепнуть	4008	1
Глава 11	5906	что	4008	94
Глава 11	5906	там	4008	6
Глава 11	5906	их	4008	7
Глава 11	5906	ждет	4008	1
Глава 11	5906	девушка	4008	1
Глава 11	5906	юстас	4008	1
Глава 11	5906	оутс	4008	2
Глава 11	5906	не	4008	87
Глава 11	5907	романтический	4008	1
Глава 11	5907	добсон	4008	3
Глава 11	5907	он	4008	95
Глава 11	5907	в	4008	106
Глава 11	5907	возрасте	4008	1
Глава 11	5907	наверняка	4008	3
Глава 11	5907	давно	4008	2
Глава 11	5907	женат	4008	1
Глава 11	5907	на	4008	53
Глава 11	5907	свидание	4008	1
Глава 11	5907	не	4008	87
Глава 11	5908	побежит	4008	1
Глава 11	5908	ему	4008	16
Глава 11	5908	бы	4008	20
Глава 11	5908	за	4008	21
Глава 11	5908	чашкой	4008	1
Глава 11	5908	чаю	4008	1
Глава 11	5908	посидеть	4008	2
Глава 11	5909	да	4008	22
Глава 11	5909	сэр	4008	49
Глава 11	5909	вы	4008	19
Глава 11	5909	совершенно	4008	3
Глава 11	5909	правильно	4008	1
Глава 11	5909	заметили	4008	1
Глава 11	5909	что	4008	94
Глава 11	5909	полицейский	4008	6
Глава 11	5909	оутс	4008	2
Глава 11	5910	солидный	4008	1
Глава 11	5910	семейный	4008	1
Глава 11	5910	человек	4008	5
Глава 11	5910	я	4008	127
Глава 11	5910	лишь	4008	2
Глава 11	5910	предлагаю	4008	1
Глава 11	5910	применить	4008	1
Глава 11	5910	в	4008	106
Глава 11	5910	нынешних	4008	1
Глава 11	5911	чрезвычайных	4008	1
Глава 11	5911	обстоятельствах	4008	1
Глава 11	5911	тот	4008	3
Глава 11	5911	же	4008	11
Глава 11	5911	принцип	4008	1
Глава 11	5911	оутса	4008	5
Глава 11	5911	следует	4008	1
Глава 11	5911	сманить	4008	1
Глава 11	5911	тем	4008	3
Глава 11	5911	что	4008	94
Глава 11	5912	согласуется	4008	1
Глава 11	5912	с	4008	34
Глава 11	5912	психологией	4008	1
Глава 11	5912	данного	4008	1
Глава 11	5912	индивидуума	4008	1
Глава 11	5912	я	4008	127
Глава 11	5912	бы	4008	20
Глава 11	5912	высказал	4008	1
Глава 11	5912	мысль	4008	5
Глава 11	5912	что	4008	94
Глава 11	5913	мистер	4008	4
Глава 11	5913	финк	4008	7
Глава 11	5913	ноттл	4008	6
Глава 11	5913	должен	4008	5
Глава 11	5913	довести	4008	1
Глава 11	5913	до	4008	7
Глава 11	5913	сведения	4008	1
Глава 11	5913	полицейского	4008	7
Глава 11	5913	будто	4008	6
Глава 11	5913	он	4008	95
Глава 11	5913	видел	4008	4
Глава 11	5914	его	4008	41
Глава 11	5914	каску	4008	3
Глава 11	5914	у	4008	26
Глава 11	5914	вас	4008	6
Глава 11	5915	вот	4008	12
Глава 11	5915	это	4008	22
Глава 11	5915	мысль	4008	5
Глава 11	5916	да	4008	22
Глава 11	5916	сэр	4008	49
Глава 11	5917	я	4008	127
Глава 11	5917	все	4008	25
Глава 11	5917	понял	4008	8
Глава 11	5917	потрясающе	4008	1
Глава 11	5917	именно	4008	7
Глава 11	5917	то	4008	24
Глава 11	5917	что	4008	94
Глава 11	5917	нужно	4008	4
Глава 11	5917	судя	4008	3
Глава 11	5917	по	4008	20
Глава 11	5917	остекленевшим	4008	1
Глава 11	5918	глазам	4008	1
Глава 11	5918	гасси	4008	23
Глава 11	5918	он	4008	95
Глава 11	5918	ничего	4008	5
Глава 11	5918	не	4008	87
Глава 11	5918	понял	4008	8
Глава 11	5918	и	4008	104
Глава 11	5918	я	4008	127
Глава 11	5918	принялся	4008	2
Глава 11	5918	объяснять	4008	2
Глава 11	5919	не	4008	87
Глава 11	5919	так	4008	12
Глава 11	5919	давно	4008	2
Глава 11	5919	гасси	4008	23
Глава 11	5919	невидимая	4008	1
Глава 11	5919	рука	4008	2
Глава 11	5919	похитила	4008	1
Глава 11	5919	головной	4008	1
Глава 11	5919	убор	4008	2
Глава 11	5919	этого	4008	6
Глава 11	5920	служителя	4008	1
Глава 11	5920	закона	4008	1
Глава 11	5920	тем	4008	3
Глава 11	5920	самым	4008	2
Глава 11	5920	плюнув	4008	1
Глава 11	5920	ему	4008	16
Глава 11	5920	в	4008	106
Глава 11	5920	душу	4008	1
Глава 11	5920	дживс	4008	23
Глава 11	5920	считает	4008	3
Глава 11	5920	что	4008	94
Глава 11	5920	если	4008	14
Глава 11	5920	ты	4008	31
Глава 11	5921	сообщишь	4008	2
Глава 11	5921	ему	4008	16
Глава 11	5921	будто	4008	6
Глава 11	5921	видел	4008	4
Глава 11	5921	означенный	4008	1
Глава 11	5921	убор	4008	2
Глава 11	5921	в	4008	106
Глава 11	5921	моей	4008	6
Глава 11	5921	комнате	4008	6
Глава 11	5921	он	4008	95
Глава 11	5921	примчится	4008	1
Глава 11	5921	сюда	4008	3
Глава 11	5922	как	4008	40
Глава 11	5922	разъяренная	4008	1
Глава 11	5922	тигрица	4008	1
Глава 11	5922	у	4008	26
Глава 11	5922	которой	4008	3
Глава 11	5922	украли	4008	3
Глава 11	5922	детеныша	4008	1
Глава 11	5922	предоставив	4008	1
Глава 11	5922	тебе	4008	8
Глава 11	5922	полную	4008	1
Глава 11	5923	свободу	4008	1
Глава 11	5923	действий	4008	1
Глава 11	5923	такова	4008	1
Глава 11	5923	ведь	4008	10
Глава 11	5923	суть	4008	1
Глава 11	5923	вашего	4008	1
Глава 11	5923	замысла	4008	1
Глава 11	5923	верно	4008	4
Глава 11	5923	дживс	4008	23
Глава 11	5924	совершенно	4008	3
Глава 11	5924	верно	4008	4
Глава 11	5924	сэр	4008	49
Глава 11	5924	гасси	4008	23
Глава 11	5924	на	4008	53
Глава 11	5924	глазах	4008	3
Глава 11	5924	оживал	4008	1
Глава 11	5925	теперь	4008	3
Глава 11	5925	дошло	4008	1
Глава 11	5925	хитро	4008	1
Глава 11	5925	придумано	4008	1
Глава 11	5926	еще	4008	12
Глава 11	5926	бы	4008	20
Глава 11	5926	хитрейший	4008	1
Глава 11	5926	ход	4008	2
Глава 11	5926	и	4008	104
Глава 11	5926	с	4008	34
Глава 11	5926	каким	4008	1
Глава 11	5926	тонким	4008	1
Глава 11	5926	знанием	4008	1
Глава 11	5926	психологии	4008	1
Глава 11	5927	великолепно	4008	1
Глава 11	5927	дживс	4008	23
Глава 11	5928	благодарю	4008	3
Глава 11	5928	вас	4008	6
Глава 11	5928	сэр	4008	49
Глава 11	5929	гасси	4008	23
Глава 11	5929	он	4008	95
Глава 11	5929	сразу	4008	5
Глава 11	5929	же	4008	11
Глава 11	5929	клюнет	4008	1
Глава 11	5929	скажешь	4008	1
Глава 11	5929	ему	4008	16
Глава 11	5929	что	4008	94
Глава 11	5929	каска	4008	1
Глава 11	5929	у	4008	26
Глава 11	5929	меня	4008	23
Глава 11	5929	выбьешь	4008	1
Глава 11	5930	стекло	4008	1
Глава 11	5930	и	4008	104
Глава 11	5930	хвать	4008	2
Глава 11	5930	корову	4008	15
Глава 11	5930	проще	4008	1
Глава 11	5930	простого	4008	1
Глава 11	5930	маленький	4008	2
Глава 11	5930	ребенок	4008	1
Глава 11	5930	справится	4008	1
Глава 11	5930	об	4008	3
Глава 11	5930	одном	4008	2
Глава 11	5931	я	4008	127
Глава 11	5931	жалею	4008	2
Глава 11	5931	дживс	4008	23
Глава 11	5931	мы	4008	9
Глава 11	5931	лишаем	4008	1
Глава 11	5931	тетю	4008	1
Глава 11	5931	далию	4008	1
Глава 11	5931	всякой	4008	1
Глава 11	5931	надежды	4008	2
Глава 11	5931	заполучить	4008	2
Глава 11	5931	сливочник	4008	1
Глава 11	5932	ужасно	4008	1
Глава 11	5932	досадно	4008	1
Глава 11	5932	что	4008	94
Глава 11	5932	на	4008	53
Глава 11	5932	него	4008	5
Глава 11	5932	сейчас	4008	8
Глава 11	5932	такой	4008	3
Глава 11	5932	спрос	4008	1
Глава 11	5933	согласен	4008	1
Глава 11	5933	сэр	4008	49
Глава 11	5933	но	4008	20
Глава 11	5933	может	4008	8
Глава 11	5933	быть	4008	8
Глава 11	5933	миссис	4008	1
Глава 11	5933	траверс	4008	1
Глава 11	5933	поймет	4008	1
Глава 11	5933	что	4008	94
Глава 11	5933	мистеру	4008	1
Глава 11	5934	финк	4008	7
Глава 11	5934	ноттлу	4008	1
Глава 11	5934	он	4008	95
Глава 11	5934	нужнее	4008	1
Глава 11	5934	чем	4008	5
Глава 11	5934	ей	4008	4
Глава 11	5934	и	4008	104
Глава 11	5934	отнесется	4008	1
Глава 11	5934	к	4008	16
Глава 11	5934	потере	4008	1
Глава 11	5934	философски	4008	1
Глава 11	5935	может	4008	8
Глава 11	5935	быть	4008	8
Глава 11	5935	а	4008	37
Глава 11	5935	может	4008	8
Глава 11	5935	быть	4008	8
Глава 11	5935	и	4008	104
Глава 11	5935	нет	4008	9
Глава 11	5935	но	4008	20
Глава 11	5935	все	4008	25
Глава 11	5935	равно	4008	1
Глава 11	5935	ничего	4008	5
Глава 11	5935	не	4008	87
Глава 11	5935	поделаешь	4008	1
Глава 11	5935	в	4008	106
Глава 11	5936	таких	4008	1
Глава 11	5936	случаях	4008	1
Глава 11	5936	как	4008	40
Глава 11	5936	нынешний	4008	1
Глава 11	5936	когда	4008	18
Глава 11	5936	сталкиваются	4008	1
Глава 11	5936	интересы	4008	2
Глава 11	5936	индивидуумов	4008	1
Глава 11	5937	кто	4008	3
Глава 11	5937	то	4008	24
Глава 11	5937	неизбежно	4008	1
Глава 11	5937	терпит	4008	1
Глава 11	5937	поражение	4008	1
Глава 11	5938	совершенно	4008	3
Глава 11	5938	справедливое	4008	1
Глава 11	5938	наблюдение	4008	1
Глава 11	5938	сэр	4008	49
Глава 11	5939	не	4008	87
Глава 11	5939	бывает	4008	2
Глава 11	5939	в	4008	106
Глава 11	5939	жизни	4008	2
Глава 11	5939	чтобы	4008	9
Глава 11	5939	всегда	4008	4
Глава 11	5939	все	4008	25
Глава 11	5939	хорошо	4008	3
Глава 11	5939	кончалось	4008	1
Глава 11	5939	я	4008	127
Глава 11	5939	хочу	4008	2
Глава 11	5940	сказать	4008	2
Глава 11	5940	у	4008	26
Глава 11	5940	всех	4008	1
Глава 11	5940	без	4008	9
Глава 11	5940	исключения	4008	1
Глава 11	5941	не	4008	87
Глава 11	5941	бывает	4008	2
Глава 11	5941	сэр	4008	49
Глава 11	5942	сейчас	4008	8
Глава 11	5942	главное	4008	1
Глава 11	5942	устроить	4008	1
Глава 11	5942	судьбу	4008	1
Глава 11	5942	гасси	4008	23
Глава 11	5942	поэтому	4008	2
Глава 11	5942	не	4008	87
Глава 11	5942	теряй	4008	1
Глава 11	5942	времени	4008	2
Глава 11	5943	гасси	4008	23
Глава 11	5943	и	4008	104
Глава 11	5943	да	4008	22
Глава 11	5943	поможет	4008	1
Глава 11	5943	тебе	4008	8
Глава 11	5943	небо	4008	1
Глава 11	5943	в	4008	106
Глава 11	5943	твоих	4008	1
Глава 11	5943	трудах	4008	1
Глава 11	5944	я	4008	127
Глава 11	5944	закурил	4008	1
Глава 11	5944	сигарету	4008	1
Глава 11	5945	на	4008	53
Глава 11	5945	редкость	4008	1
Глава 11	5945	здравая	4008	1
Глава 11	5945	мысль	4008	5
Глава 11	5945	дживс	4008	23
Глава 11	5945	как	4008	40
Глава 11	5945	вы	4008	19
Глава 11	5945	до	4008	7
Глава 11	5945	нее	4008	5
Глава 11	5945	додумались	4008	1
Глава 11	5946	меня	4008	23
Глава 11	5946	натолкнул	4008	1
Глава 11	5946	на	4008	53
Глава 11	5946	нее	4008	5
Глава 11	5946	сам	4008	2
Глава 11	5946	полицейский	4008	6
Глава 11	5946	сэр	4008	49
Глава 11	5946	когда	4008	18
Глава 11	5946	я	4008	127
Глава 11	5946	с	4008	34
